"store","brand_id","brand","week","move_ounce","price_ounce","sale_B","sale_C","sale_S","summove_ounce","nweeks","mean_marketshare","sharerank","priclow","pricmed","prichigh","logprice_ounce","logmove_ounce","saledummy_B","saledummy_C","saledummy_S","promoweek"
5,26,"Budweiser",195,5904,4.84548611111111,0.25,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.57804757284043,8.68338536628031,1,0,0,195
5,26,"Budweiser",196,6192,4.88117283950617,0.222222222222222,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.58538552695337,8.73101341526956,1,0,0,196
5,26,"Budweiser",197,3528,4.89670138888889,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.58856179248414,8.16848641712668,0,0,0,NA
5,26,"Budweiser",198,3960,4.78576388888889,0.3,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.56564565456445,8.28399930424853,1,0,0,198
5,26,"Budweiser",199,7272,4.74305555555556,0.25,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.55668155999479,8.89178663585731,1,0,0,199
5,26,"Budweiser",200,3384,4.69560185185185,0.25,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.54662629440239,8.12681372072611,1,0,0,200
5,26,"Budweiser",201,7128,4.5931712962963,0.416666666666667,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.52457069972687,8.87178596915065,1,0,0,201
5,26,"Budweiser",203,5544,4.80082070707071,0.181818181818182,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.56878688393805,8.62047154086974,1,0,0,203
5,26,"Budweiser",204,3024,4.88762626262626,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.58670675876322,8.01433573729942,0,0,0,NA
5,26,"Budweiser",205,9072,4.76003086419753,0.222222222222222,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.56025415229742,9.11294802596753,1,0,0,205
5,26,"Budweiser",206,5976,4.69704861111111,0.25,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.5469343563869,8.69550672681265,1,0,0,206
5,26,"Budweiser",207,5616,4.64520202020202,0.272727272727273,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.53583486329035,8.63337494570565,1,0,0,207
5,26,"Budweiser",208,5328,4.74558080808081,0.181818181818182,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.5572138288031,8.58073121222023,1,0,0,208
5,26,"Budweiser",209,3960,4.84097222222222,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.57711557291635,8.28399930424853,0,0,0,NA
5,26,"Budweiser",210,2016,4.78125,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.56470201859271,7.60887062919126,0,0,0,NA
5,26,"Budweiser",212,6048,4.55833333333333,0.5,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.51695705963994,8.70748291785937,1,0,0,212
5,26,"Budweiser",213,1584,4.91628086419753,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.59255232274011,7.36770857237437,0,0,0,NA
5,26,"Budweiser",214,1872,4.82725694444444,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.57427838593173,7.53476265703754,0,0,0,NA
5,26,"Budweiser",216,4392,4.46961805555556,0.5,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.4973029587903,8.38753998318937,1,0,0,216
5,26,"Budweiser",217,3528,4.59722222222222,0.25,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.52545225636101,8.16848641712668,1,0,0,217
5,26,"Budweiser",218,6696,4.49537037037037,0.444444444444444,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.50304806060716,8.80926561216931,1,0,0,218
5,26,"Budweiser",220,3240,4.59895833333333,0.375,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.52582982857618,8.08332860878638,1,0,0,220
5,26,"Budweiser",221,4176,4.56646825396825,0.285714285714286,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.51874009518593,8.33710912956247,1,0,0,221
5,26,"Budweiser",222,6768,4.39891975308642,0.444444444444444,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.48135900011936,8.81996090128606,1,0,0,222
5,26,"Budweiser",223,5904,4.2625,0.5,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.44985584260964,8.68338536628031,1,0,0,223
5,26,"Budweiser",224,8784,4.42951388888889,0.5,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.4882898464083,9.08068716374931,1,0,0,224
5,26,"Budweiser",225,6552,4.82070707070707,0.181818181818182,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.57292061247127,8.78752562553291,1,0,0,225
5,26,"Budweiser",226,2952,4.66666666666667,0.285714285714286,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.54044504094715,7.99023818572036,1,0,0,226
5,26,"Budweiser",227,3528,4.75486111111111,0.2,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.55916748655102,8.16848641712668,1,0,0,227
5,26,"Budweiser",228,4032,4.3655303030303,0.545454545454545,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.47373967172449,8.3020178097512,1,0,0,228
5,26,"Budweiser",229,10584,4.3125,0.727272727272727,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.46151778235748,9.26709870579479,1,0,0,229
5,26,"Budweiser",230,3960,4.31111111111111,0.6,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.46119566929301,8.28399930424853,1,0,0,230
5,26,"Budweiser",232,3960,4.31111111111111,0.6,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.46119566929301,8.28399930424853,1,0,0,232
5,26,"Budweiser",234,4464,4.98524305555556,0.333333333333333,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.60648215960846,8.40380050406115,1,0,0,234
5,26,"Budweiser",235,6480,4.62037037037037,0.666666666666667,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.5304748686273,8.77647578934632,1,0,0,235
5,26,"Budweiser",238,9360,4.7416087962963,0.5,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.55637648662228,9.14420056947164,1,0,0,238
5,26,"Budweiser",239,3312,4.91635101010101,0.0909090909090909,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.59256659072134,8.10530751550515,1,0,0,239
5,26,"Budweiser",240,5976,4.87227182539683,0.214285714285714,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.58356032224136,8.69550672681265,1,0,0,240
5,26,"Budweiser",241,7560,4.6322601010101,0.545454545454545,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.53304489176198,8.93062646917358,1,0,0,241
5,26,"Budweiser",243,10368,4.76988636363636,0.454545454545455,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.56232248147944,9.24647941859206,1,0,0,243
5,26,"Budweiser",244,5112,4.74392361111111,0.25,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.5568645593548,8.53934599605737,1,0,0,244
5,26,"Budweiser",245,5904,4.69150641025641,0.384615384615385,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.54575372710244,8.68338536628031,1,0,0,245
5,26,"Budweiser",246,9144,4.73288690476191,0.357142857142857,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.55453535559571,9.12085320547465,1,0,0,246
5,26,"Budweiser",248,9216,4.90037393162393,0.384615384615385,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.58931151478124,9.12869638293567,1,0,0,248
5,26,"Budweiser",249,9360,4.69097222222222,0.555555555555556,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.54563985782425,9.14420056947164,1,0,0,249
5,26,"Budweiser",250,4176,4.9157196969697,0.181818181818182,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.59243817156102,8.33710912956247,1,0,0,250
5,26,"Budweiser",251,8928,5.04166666666667,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.6177367152488,9.09694768462109,0,0,0,NA
5,26,"Budweiser",252,5112,4.79513888888889,0.333333333333333,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.56760267327335,8.53934599605737,1,0,0,252
5,26,"Budweiser",253,7272,4.73582175925926,0.5,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.55515526158194,8.89178663585731,1,0,0,253
5,26,"Budweiser",254,5976,4.81736111111111,0.3,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.57222629081525,8.69550672681265,1,0,0,254
5,26,"Budweiser",255,6336,4.81134259259259,0.333333333333333,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.57097617044858,8.75400293349426,1,0,0,255
5,26,"Budweiser",256,4752,5.10146604938272,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.62952795908466,8.46632086104248,0,0,0,NA
5,26,"Budweiser",257,3816,4.92158564814815,0.333333333333333,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.59363076479015,8.24695803256818,1,0,0,257
5,26,"Budweiser",258,7920,4.75818452380952,0.5,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.55986619292985,8.97714648480847,1,0,0,258
5,26,"Budweiser",259,4680,4.74494949494949,0.454545454545455,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.55708078815898,8.45105338891169,1,0,0,259
5,26,"Budweiser",260,6552,4.94299768518519,0.166666666666667,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.59797196602311,8.78752562553291,1,0,0,260
5,26,"Budweiser",261,4896,4.99652777777778,0.230769230769231,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.60874322675142,8.49617382419216,1,0,0,261
5,26,"Budweiser",266,7056,4.79241071428571,0.428571428571429,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.5670335654638,8.86163359768663,1,0,0,266
5,26,"Budweiser",267,4248,4.7740162037037,0.333333333333333,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.5631879220675,8.35420356292178,1,0,0,267
5,26,"Budweiser",268,3456,5.0713141025641,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.62359997584593,8.14786712992395,0,0,0,NA
5,26,"Budweiser",269,4752,4.99236111111111,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.60790896641383,8.46632086104248,0,0,0,NA
5,26,"Budweiser",271,2808,4.93154761904762,0.285714285714286,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.59565285746336,7.9402277651457,1,0,0,271
5,26,"Budweiser",272,3168,4.93472222222222,0.2,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.59629638401093,8.06085575293432,1,0,0,272
5,26,"Budweiser",273,4176,4.6875,0.454545454545455,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.54489939129653,8.33710912956247,1,0,0,273
5,26,"Budweiser",275,7344,5.12393162393162,0.153846153846154,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.63392203966981,8.90163893230033,1,0,0,275
5,26,"Budweiser",277,2304,5.10902777777778,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.63100912736222,7.74240202181578,0,0,0,NA
5,26,"Budweiser",278,2952,4.82947530864198,0.222222222222222,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.57473783001248,7.99023818572036,1,0,0,278
5,26,"Budweiser",279,4392,4.8270202020202,0.454545454545455,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.57422934188199,8.38753998318937,1,0,0,279
5,26,"Budweiser",280,5688,4.75590277777778,0.2,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.55938653660483,8.64611397148308,1,0,0,280
5,26,"Budweiser",281,3600,4.95109953703704,0.0833333333333333,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.59960968060802,8.1886891244442,1,0,0,281
5,26,"Budweiser",282,2952,4.82947530864198,0.222222222222222,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.57473783001248,7.99023818572036,1,0,0,282
5,26,"Budweiser",283,4392,4.8270202020202,0.454545454545455,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.57422934188199,8.38753998318937,1,0,0,283
5,26,"Budweiser",286,3888,5.14621913580247,0.333333333333333,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.63826229666888,8.26565016558033,1,0,0,286
5,26,"Budweiser",287,3240,5.21267361111111,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.65109289325825,8.08332860878638,0,0,0,NA
5,26,"Budweiser",288,4392,5.17960858585859,0.181818181818182,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.64472949084083,8.38753998318937,1,0,0,288
5,26,"Budweiser",289,4032,4.87784090909091,0.545454545454545,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.58470268529938,8.3020178097512,1,0,0,289
5,26,"Budweiser",291,1368,5.39632936507937,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.68571897522982,7.2211050981825,0,0,0,NA
5,26,"Budweiser",292,3600,5.14274691358025,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.63758735570059,8.1886891244442,0,0,0,NA
5,26,"Budweiser",293,4896,4.90798611111111,0.5,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.5908636969977,8.49617382419216,1,0,0,293
5,26,"Budweiser",294,3672,4.73726851851852,0.666666666666667,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.55546070768835,8.20849175174038,1,0,0,294
5,26,"Budweiser",295,2448,5.10479797979798,0.181818181818182,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.63018087782635,7.80302664363222,1,0,0,295
5,26,"Budweiser",296,5400,4.95138888888889,0.4,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.5996681208383,8.59415423255237,1,0,0,296
5,26,"Budweiser",297,4968,5.07891414141414,0.454545454545455,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.62509748705211,8.51077262361331,1,0,0,297
5,26,"Budweiser",298,6120,5.19135802469136,0.222222222222222,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.64699532474056,8.71931737550637,1,0,0,298
5,26,"Budweiser",299,4248,5.16666666666667,0.0909090909090909,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.64222773525709,8.35420356292178,1,0,0,299
5,26,"Budweiser",300,7776,4.85972222222222,0.5,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.58098128035759,8.95879734614027,1,0,0,300
5,26,"Budweiser",302,5256,4.75189393939394,0,0,0.272727272727273,158871900.16,220,0.0893307330373107,3,0,1,0,1.55854326266016,8.56712556016445,0,0,1,302
5,26,"Budweiser",303,9000,5.32638888888889,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.67267350179126,9.10497985631836,0,0,0,NA
5,26,"Budweiser",305,9504,4.97638888888889,0.4,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.60470450529485,9.15946804160243,1,0,0,305
5,26,"Budweiser",306,4536,5.28645833333333,0.0833333333333333,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.66514851944811,8.41980084540759,1,0,0,306
5,26,"Budweiser",307,6480,5.12941919191919,0.272727272727273,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.63499243482357,8.77647578934632,1,0,0,307
5,26,"Budweiser",308,3816,5.05246913580247,0.333333333333333,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.61987706157881,8.24695803256818,1,0,0,308
5,26,"Budweiser",309,8208,5.19965277777778,0.166666666666667,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.64859184985366,9.01286456741055,1,0,0,309
5,26,"Budweiser",310,8568,4.97395833333333,0.375,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.60421596845295,9.05578961212758,1,0,0,310
5,26,"Budweiser",311,9216,4.95328282828283,0.272727272727273,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.60005055439513,9.12869638293567,1,0,0,311
5,26,"Budweiser",314,5544,5.14835858585859,0.181818181818182,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.63867794268074,8.62047154086974,1,0,0,314
5,26,"Budweiser",315,5256,4.94861111111111,0.4,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.59910695359573,8.56712556016445,1,0,0,315
5,26,"Budweiser",316,3456,5.11679292929293,0.272727272727273,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.63252786179541,8.14786712992395,1,0,0,316
5,26,"Budweiser",317,4464,5.19236111111111,0.1,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.64718852842987,8.40380050406115,1,0,0,317
5,26,"Budweiser",182,3024,4.63194444444444,0.4,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.53297674633962,8.01433573729942,1,0,0,182
5,26,"Budweiser",194,6408,4.69753086419753,0.333333333333333,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.5470370226293,8.7653024887482,1,0,0,194
5,26,"Budweiser",202,6408,4.65575396825397,0.285714285714286,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.5381038671631,8.7653024887482,1,0,0,202
5,26,"Budweiser",211,6120,4.5108024691358,0.555555555555556,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.50647506875897,8.71931737550637,1,0,0,211
5,26,"Budweiser",215,8784,4.51157407407407,0.333333333333333,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.50664611126345,9.08068716374931,1,0,0,215
5,26,"Budweiser",231,3816,4.97569444444444,0.222222222222222,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.60456494769223,8.24695803256818,1,0,0,231
5,26,"Budweiser",233,3816,4.97569444444444,0.222222222222222,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.60456494769223,8.24695803256818,1,0,0,233
5,26,"Budweiser",236,2376,4.66224747474747,0.454545454545455,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.53949762259111,7.77317368048254,1,0,0,236
5,26,"Budweiser",242,5400,4.89081790123457,0.333333333333333,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.58735954946656,8.59415423255237,1,0,0,242
5,26,"Budweiser",247,10728,4.73061342592593,0.5,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.55405488245147,9.28061242496151,1,0,0,247
5,26,"Budweiser",270,4680,5.01875,0.3,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.61318089871293,8.45105338891169,1,0,0,270
5,26,"Budweiser",274,3168,4.70524691358025,0.555555555555556,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.54867825063598,8.06085575293432,1,0,0,274
5,26,"Budweiser",290,3600,5.19895833333333,0.1,0,0.2,158871900.16,220,0.0893307330373107,3,0,1,0,1.64845828500773,8.1886891244442,1,0,1,290
5,26,"Budweiser",301,17352,4.50771604938272,0.555555555555556,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.50579060603547,9.76146305250671,1,0,0,301
5,26,"Budweiser",312,5904,4.74913194444444,0.375,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.55796185280799,8.68338536628031,1,0,0,312
5,26,"Budweiser",237,5472,4.51519097222222,0.625,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.50744748325511,8.60739945930239,1,0,0,237
5,26,"Budweiser",276,4896,4.90555555555556,0.3,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.59036834971375,8.49617382419216,1,0,0,276
5,26,"Budweiser",313,1944,5.17162698412699,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.64318733613679,7.57250298502038,0,0,0,NA
8,26,"Budweiser",91,7720,4.55934343434343,0.181818181818182,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.51717862946303,8.95156964301882,1,0,0,91
8,26,"Budweiser",92,11456,4.5721450617284,0.111111111111111,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.51998247371628,9.34626888920043,1,0,0,92
8,26,"Budweiser",93,5472,4.80729166666667,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.57013386247507,8.60739945930239,0,0,0,NA
8,26,"Budweiser",94,6032,4.72786458333333,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.55347363826666,8.70483390968779,0,0,0,NA
8,26,"Budweiser",95,8344,4.76851851851852,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.56203567353952,9.02929799668061,0,0,0,NA
8,26,"Budweiser",96,12488,4.66840277777778,0.1,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.54081699557297,9.43252346219527,1,0,0,96
8,26,"Budweiser",97,5856,4.80853174603175,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.57039178721406,8.67522205564115,0,0,0,NA
8,26,"Budweiser",98,5744,4.79340277777778,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.56724055123426,8.65591111072806,0,0,0,NA
8,26,"Budweiser",99,7104,4.55729166666667,0.2,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.51672851432983,8.86841328467201,1,0,0,99
8,26,"Budweiser",100,5128,4.56944444444444,0.166666666666667,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.51939163174932,8.54247099860051,1,0,0,100
8,26,"Budweiser",101,5096,4.84809027777778,0.125,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.57858487024746,8.536211197252,1,0,0,101
8,26,"Budweiser",102,9016,4.55425347222222,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.51606162534213,9.10675605571961,0,0,0,NA
8,26,"Budweiser",103,8568,4.36241319444444,0.375,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.47302538920896,9.05578961212758,1,0,0,103
8,26,"Budweiser",104,9008,4.55594135802469,0.222222222222222,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.51643217412912,9.10586835037947,1,0,0,104
8,26,"Budweiser",105,6168,4.77199074074074,0.111111111111111,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.56276356390284,8.72712991524317,1,0,0,105
8,26,"Budweiser",106,8848,4.61766975308642,0.111111111111111,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.52989019540121,9.08794672376212,1,0,0,106
8,26,"Budweiser",107,8896,4.47106481481481,0.333333333333333,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.49762659386223,9.09335701649036,1,0,0,107
8,26,"Budweiser",108,5168,4.55594135802469,0.111111111111111,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.51643217412912,8.55024104546244,1,0,0,108
8,26,"Budweiser",109,3672,4.69314236111111,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.54610237112976,8.20849175174038,0,0,0,NA
8,26,"Budweiser",110,7544,4.63049768518519,0,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.53266435372204,8.92850782431329,0,0,0,NA
8,26,"Budweiser",111,8144,4.33912037037037,0.416666666666667,0,0,158871900.16,220,0.0893307330373107,3,0,1,0,1.46767164793186,9.0050367387903,1,0,0,111
